company,city,country,component,location_source_url,component_source_url,confidence,notes
taeyang metal industrial,Ansan,South Korea,automotive fasteners (high-strength bolts & nuts),https://www.komachine.com/en/companies/taeyang-metal-industrial,https://tmcobt.tradekorea.com/company.do,high,"HQ & plant Ansan (KRX:004100/004105). ~35% Korean share in auto bolts/nuts; cold-forged fasteners for steering/braking/suspension; supplies Hyundai/Kia, GM, FCA."
hyundai rotem,Changwon,South Korea,automotive production-line & press plant equipment,https://en.wikipedia.org/wiki/Hyundai_Rotem,https://en.wikipedia.org/wiki/Hyundai_Rotem,medium,HQ/R&D Uiwang; main plant Changwon (reported per production-site rule). DIVERSIFIED - flagship is railway rolling stock + defense (K2 tanks); the auto-supply-chain slice is its Plant division (automotive manufacturing/press-line & steelmaking facilities).
lucky cement,Karachi,Pakistan,cement,https://en.wikipedia.org/wiki/Lucky_Cement,https://www.globaldata.com/company-profile/lucky-cement-limited/,high,"HQ & a plant Karachi (main plant Pezu, Lakki Marwat, KPK). Lucky Cement Ltd core = cement (~15Mtpa). Parent Lucky Group also owns Lucky Motor (KIA/Peugeot assembly) - that's the auto link (customer 'stellantis hv')."
lg electronics,Seoul,South Korea,automotive infotainment & EV powertrain components,https://www.lg.com/global/mobility/about-our-company/who-we-are,https://www.lg.com/global/mobility/about-our-company/who-we-are,medium,"HQ Yeouido, Seoul. DIVERSIFIED (home appliances/TVs primary); auto slice = Vehicle Solutions (VS) division - IVI/infotainment, ADAS + LG Magna e-Powertrain JV (motors/inverters) = reported per rule."
shanghai huayi,Shanghai,China,acetic acid & methanol (basic chemicals),https://en.wikipedia.org/wiki/Shanghai_Huayi_(Group)_Company,https://baike.baidu.com/en/item/Shanghai%20Huayi%20Group%20Company/1440501,medium,"HQ Jing'an, Shanghai (state-owned). DIVERSIFIED - Energy Chemicals (methanol/acetic acid, matching the PetroChina petrochemical link) reported; also Green Tires (Double Coin), advanced materials, coatings/inks."
eurogroup laminations,Baranzate,Italy,electric-motor stator & rotor core laminations,https://www.eglagroup.com/who-we-are,https://www.eglagroup.com/who-we-are,high,"HQ Baranzate (Milan) (BIT:EGLA, ex-Eurotranciatura). Stators/rotors & motor-core laminations for EV traction & industrial motors; plants Italy/Mexico/Tunisia/China/US."
seah besteel,Gunsan,South Korea,special/alloy steel & heavy forgings,https://www.seahbesteel.co.kr/eng/company/intro.jsp,https://en.wikipedia.org/wiki/SeAH_Besteel_Holdings,high,"Integrated special-steel mill Gunsan, Jeonbuk (~2.1Mt/yr). SBQ/alloy steel + heavy forgings for auto/machinery/offshore. NAME NOTE: SeAH Besteel (special steel/forgings) distinct from SeAH Steel (pipes) & SeAH CSS within the SeAH group."
press kogyo,Kawasaki,Japan,pressed truck chassis frames & stampings,https://www.presskogyo.co.jp/en/glance/,https://www.presskogyo.co.jp/en/products/chassis.html,high,"HQ Kawasaki (TSE:7246). Truck ladder/chassis frames, axles, door impact beams, under-run protectors (steel stamping); also construction-machinery cabins."
grupo pochteca sab de cv,Mexico City,Mexico,industrial chemical & raw-material distribution,https://english.pochteca.net/company/who-we-are/,https://english.pochteca.net/products/,high,"HQ Mexico City (BMV:POCHTEC). DISTRIBUTOR (not a manufacturer) of industrial chemicals, solvents, lubricants & raw materials to auto/coatings/water/food industries across Latin America."
dongil industries,Pohang,South Korea,special steel bars & ferroalloys,https://www.sourceready.com/supplier/detail/dongil-industries-co-ltd,https://www.sourceready.com/supplier/detail/dongil-industries-co-ltd,medium,"HQ Pohang, Gyeongbuk (est. 1966). Hot-rolled/cold-drawn steel bar, cold-heading wire + ferroalloys (FeMn/FeSi). Fits POSCO-Pohang steel link -> driveline makers (Hyundai Wia/Nexteer). NAME NOTE: this steel/ferroalloy 'Dongil Industries' is distinct from Dongil Rubber Belt (DRB Dongil). Limited public sourcing - medium."
kyowakogyosyo,Komatsu,Japan,automotive transmission (AT/CVT) & steering/suspension forged parts; core business is bolts/gears for construction machinery,https://www.kyowakogyosyo.co.jp/EN/info/outline.html,https://www.kyowakogyosyo.co.jp/EN/products/car_parts.html,high,"Confirmed via official corporate profile: KYOWAKOGYOSYO CO.,LTD., TSE code 5971, HQ 1-57 Kogyodanchi, Komatsu-city, Ishikawa 923-8620. Core business (per profile) is bolts/gears for construction machinery - major clients Komatsu Ltd, Hitachi Construction Machinery, KOBELCO (Komatsu already a node in this graph). Separate Automobile Parts division makes AT/CVT transmission parts and steering/suspension forgings - consistent with original graph link to Aisin/Univance. Resolves prior Nagoya/'KYOWA Manufacturing' misidentification."
zhejiang huayou cobalt,Tongxiang,China,cobalt & ternary battery precursor materials,https://en.wikipedia.org/wiki/Zhejiang_Huayou_Cobalt,https://stockanalysis.com/quote/sha/603799/company/,high,"HQ Tongxiang, Jiaxing, Zhejiang (SSE:603799). Cobalt, ternary (NCM) precursors, cobalt tetroxide, nickel; runs precursor JVs with POSCO in Tongxiang (fits the POSCO link)."
alcoa,Pittsburgh,United States,primary aluminium & alumina,https://en.wikipedia.org/wiki/Alcoa,https://en.wikipedia.org/wiki/Alcoa,high,"HQ Pittsburgh, PA (NYSE:AA). Bauxite mining, alumina refining, primary aluminium smelting/casting; global smelters."
tata steel,Jamshedpur,India,flat-rolled automotive steel,https://en.wikipedia.org/wiki/Tata_Steel,https://en.wikipedia.org/wiki/Tata_Steel,high,"Flagship integrated works Jamshedpur, Jharkhand (reported per production-site rule); corporate HQ Mumbai. Also Kalinganagar (IN), IJmuiden (NL), Port Talbot (UK). Flat & long steel for automotive/construction."
cngr advanced material,Tongren,China,nickel-cobalt ternary battery precursor materials,https://www.cngrgf.com.cn/en-US/gsjs.html,https://www.cngrgf.com.cn/en-US/rrtbl.html,high,"HQ & western base Tongren, Guizhou (SHE:300919). World's top ternary-precursor supplier (~25% share); Ni/Co precursors, cobalt tetroxide, LFP - supplies CALB/Tesla."
iron force industrial,New Taipei City,Taiwan,automotive safety-system precision metal parts,https://www.irf.biz/en/1_companyinfo.html,https://www.marketscreener.com/quote/stock/IRON-FORCE-INDUSTRIAL-CO--16117981/company/,high,"HQ New Taipei City (TWSE:2228). Airbag inflators, steering columns/shafts, seatbelt retractor/pretensioner precision tubes - fits customer Autoliv (safety systems). (Precision metal parts rather than heavy forgings.)"
ternium,Monterrey,Mexico,flat-rolled steel,https://en.wikipedia.org/wiki/Ternium,https://www.globaldata.com/company-profile/ternium-sa/,medium,"Registered HQ Luxembourg (Techint) is a legal domicile; operational center & largest mills in Monterrey/San Nicolas de los Garza & Pesqueria, Mexico (reported per production-site rule). Latin America's largest flat-steel producer."
hitachi,Tokyo,Japan,automotive systems (Hitachi Astemo: powertrain/brakes/EV motors),https://www.hitachiastemo.com/,https://www.hitachiastemo.com/,medium,"HQ Chiyoda, Tokyo (TSE:6501). DIVERSIFIED conglomerate (digital, energy, rail); auto slice = Hitachi Astemo (66.6% Hitachi / 33.4% Honda) - powertrain, brakes, suspension, EV motors/inverters = reported per rule."
hyundai engineering & construction,Seoul,South Korea,infrastructure & plant construction (EPC),https://en.wikipedia.org/wiki/Hyundai_Engineering_and_Construction,https://en.wikipedia.org/wiki/Hyundai_Engineering_and_Construction,high,"HQ Jongno, Seoul (KRX:000720). CONSTRUCTION/EPC firm - civil (bridges/tunnels/roads), buildings, industrial plants, nuclear/solar; 'component' = infrastructure construction services."
unipres,Yokohama,Japan,stamped auto body panels,https://www.unipres.co.jp/en/company/info/,https://www.marklines.com/en/top500/unipres,high,"HQ Shin-Yokohama, Kanagawa (TSE:5949). Body stamped parts + transmission & resin parts; Nissan affiliate (~70% of sales to Nissan). Stake sold to Nippon Steel & Mitsui."
china petroleum & chemical,Beijing,China,refined fuels & petrochemicals,https://en.wikipedia.org/wiki/Sinopec,https://www.globaldata.com/company-profile/china-petroleum-chemical-corp/,high,"Sinopec Corp, HQ Chaoyang, Beijing (SSE:600028). State-owned; refining (gasoline/diesel/jet) + petrochemicals (synthetic resins/fibres, intermediates). Largest refiner in Asia."
san shing fastech,Tainan,Taiwan,steel nuts & fasteners,https://www.sanshing.com.tw/en/,https://www.marketscreener.com/quote/stock/SAN-SHING-FASTECH-CORP-13491348/company/,high,"HQ Guiren, Tainan (TWSE:5007) - CORRECTED from an assumed Kaohsiung. World's largest steel-nut maker (~6.6bn nuts/yr); nuts/screws/washers largely for automotive."
e1,Seoul,South Korea,LPG (liquefied petroleum gas) import & distribution,https://www.e1.co.kr/en/company/aboutE1,https://finance.yahoo.com/quote/017940.KS/profile/,high,HQ Seoul (KRX:017940). LS Group affiliate; imports/stores/distributes LPG via Yeosu/Daesan/Incheon terminals; Korea's 2nd-largest LPG supplier. NAME NOTE: generic name 'E1' verified as E1 Corporation via KRX:017940.
sony,Tokyo,Japan,CMOS image sensors,https://www.sony-semicon.com/en/company/group/index.html,https://www.sony-semicon.com/en/news/2023/2023091201.html,medium,"Group HQ Minato, Tokyo (TSE:6758). DIVERSIFIED (games, entertainment, finance, electronics); auto/supply-chain slice = CMOS image sensors (Sony Semiconductor Solutions, world leader for automotive cameras/ADAS) - unit HQ Atsugi, fabs Kumamoto/Nagasaki."
seojin system,Bucheon,South Korea,EV battery die-cast housings & aluminium enclosures,https://www.thelec.net/news/articleView.html?idxno=4773,https://www.investing.com/equities/seojin-system-co-ltd-company-profile,medium,"HQ Bucheon, Gyeonggi (KOSDAQ:178320). DIVERSIFIED - telecom equipment (RRH/enclosures) + auto slice = large-tonnage die-cast EV battery-pack housings, end plates, motor cases (fits valeo/BorgWarner); new die-cast plant in Bac Giang, Vietnam. NAME NOTE: distinct from Seojin Electron."
hunan corun new energy,Changsha,China,nickel-metal-hydride (Ni-MH) battery cells,https://corun.com/en/about/introduction/,https://www.marklines.com/en/top500/hunan-corun-new-energy,high,"HQ & plant Changsha, Hunan (SSE:600478). Sole local Ni-MH power-battery supplier for Toyota China hybrids (Corolla/Camry) via Corun-PEVE JV with Toyota/Panasonic (Primearth) - fits the Xiamen Tungsten rare-earth -> Toyota link."
pp persero tbk pt,Jakarta,Indonesia,infrastructure & building construction (EPC),https://www.ptpp.co.id/en,https://www.globaldata.com/company-profile/pt-pp-persero-tbk/,high,"PT PP (Persero) Tbk, HQ Pasar Rebo, Jakarta (IDX:PTPP). State-owned CONSTRUCTION SOE - buildings, EPC, precast, toll roads, energy; 'component' = infrastructure construction services."
hyundai motor,Ulsan,South Korea,passenger vehicles,https://www.hyundaimotorgroup.com/en/news/CONT0000000000121548,https://www.hyundaimotorgroup.com/en/news/CONT0000000000121548,high,"World's largest single auto plant at Ulsan (~1.5M vehicles/yr, incl. new EV plant) - reported per production-site rule; corporate HQ Seoul (new GBC HQ completing 2026)."
geely automobile,Hangzhou,China,passenger vehicles,https://en.wikipedia.org/wiki/Geely_Auto,https://en.wikipedia.org/wiki/Geely_Auto,high,"Geely Automobile Holdings (HKEX:0175), HQ Hangzhou, Zhejiang. Brands Geely, Lynk & Co, Zeekr. NAME NOTE: the listed carmaker subsidiary - distinct from parent Zhejiang Geely Holding (separate row, owns Volvo/Polestar/Lotus)."
saic motor,Shanghai,China,passenger vehicles,https://en.wikipedia.org/wiki/SAIC_Motor,https://en.wikipedia.org/wiki/Roewe,high,"HQ Shanghai (SSE:600104), state-owned. Own brands Roewe, MG, Maxus, IM + JVs (SAIC-VW, SAIC-GM). China's largest automaker by volume."
hero motocorp,New Delhi,India,motorcycles & scooters,https://en.wikipedia.org/wiki/Hero_MotoCorp,https://en.wikipedia.org/wiki/Hero_MotoCorp,high,"Corporate HQ New Delhi (NSE:HEROMOTOCO); 6 India plants (Dharuhera, Gurugram, Haridwar, Neemrana...) + Colombia/Bangladesh - no single dominant plant, HQ reported. World's largest two-wheeler maker."
renault,Boulogne-Billancourt,France,passenger & light commercial vehicles,https://en.wikipedia.org/wiki/Renault,https://www.renaultgroup.com/en/,high,"HQ Boulogne-Billancourt (Paris) (Euronext:RNO). Brands Renault, Dacia, Alpine, Mobilize; plants Flins/Douai/Maubeuge etc."
dongfeng motor,Wuhan,China,passenger & commercial vehicles,https://en.wikipedia.org/wiki/Dongfeng_Motor_Corporation,https://en.wikipedia.org/wiki/Dongfeng_Motor_Corporation,high,"HQ Wuhan, Hubei; central state-owned (ex-Second Automobile Works). Own brands + JVs (Dongfeng-Nissan/Honda/PSA). One of China's 'Big Four'."
samsung sdi,Yongin,South Korea,lithium-ion battery cells,https://en.wikipedia.org/wiki/Samsung_SDI,https://www.globaldata.com/company-profile/samsung-sdi-co-ltd/,high,"HQ Yongin, Gyeonggi (KRX:006400). EV/ESS + small-format Li-ion cells (NMC/LFP) + electronic materials. Listed 'oem' but is a battery cell maker."
harley-davidson,Milwaukee,United States,heavyweight motorcycles,https://en.wikipedia.org/wiki/Harley-Davidson,https://en.wikipedia.org/wiki/Harley-Davidson,high,"HQ & some component mfg Milwaukee, Wisconsin (NYSE:HOG); final assembly York PA & Menomonee Falls. Heavyweight cruiser/touring motorcycles + LiveWire EV."
autoliv,Stockholm,Sweden,automotive safety systems (airbags & seatbelts),https://en.wikipedia.org/wiki/Autoliv,https://www.sec.gov/Archives/edgar/data/1034670/000119312526058162/alv-20251231.htm,high,"Executive HQ Stockholm (incorporated Delaware; NYSE:ALV). World's largest passive-safety supplier - airbags, seatbelts, steering wheels, inflators."
baic motor,Beijing,China,passenger vehicles,https://en.wikipedia.org/wiki/BAIC_Motor,https://en.wikipedia.org/wiki/BAIC_Motor,high,"BAIC Motor Corp (HKEX:1958), HQ Shunyi District, Beijing; part of state-owned BAIC Group. Beijing-brand vehicles + Beijing-Benz/Beijing-Hyundai JVs. NAME NOTE: distinct from parent 'beijing automotive'/BAIC Group and the JV 'beijing hyundai motor' (both separate rows)."
romeo power,Cypress,United States,EV battery packs & modules,https://www.ocbj.com/automobiles/romeo-power-now-part-of-nikola-corp/,https://www.sec.gov/Archives/edgar/data/1757932/000110465921051978/tm2113419-1_424b3.htm,medium,"Last independent HQ/plant Cypress, California (earlier Vernon, CA). EV battery packs/modules + BMS. STATUS: acquired by Nikola Oct-2022; production moved to Coolidge, Arizona then wound down 2023 - effectively defunct."
jiangsu lixing general steel ball,Rugao,China,precision bearing steel balls & rollers,https://www.investing.com/equities/jiangsu-lixing-general-steel-company-profile,https://en.jgbr.com.cn/,high,"HQ & plant Rugao, Jiangsu (SZSE:300421). Leading China maker of precision bearing steel balls & rollers (incl. automotive hub/bearing balls); also ceramic balls, ball screws."
zhejiang geely holding,Hangzhou,China,passenger vehicles (multi-brand auto group),https://zgh.com/overview/?lang=en,https://zgh.com/overview/?lang=en,high,"Parent group HQ Hangzhou, Zhejiang (privately held, Li Shufu). Owns Geely Auto, Zeekr, Lynk & Co, Volvo Cars, Polestar, Lotus, LEVC, Farizon. NAME NOTE: the parent holding - distinct from listed subsidiary 'geely automobile' (separate row)."
sichuan haowu electromechanical,Chengdu,China,engine crankshafts,https://www.moomoo.com/stock/000757-SZ/company,https://www.emis.com/php/company-profile/CN/Sichuan_Haowu_Electromechanical_CoLtd__en_1732573.html,medium,"HQ Chengdu, Sichuan (SZSE:000757). DIVERSIFIED - auto dealership/sales & service + a crankshaft-manufacturing arm; the supply-chain slice = engine/motor crankshafts (supplies Changan/Geely/BYD/Chery). Reported per rule."
kyungchang industrial,Daegu,South Korea,automotive control cables & actuators,https://www.marklines.com/en/top500/kyung-chang-industrial,https://www.marketscreener.com/quote/stock/KYUNG-CHANG-INDUSTRIAL-CO-7478870/company/,high,"HQ & plant Daegu (KRX:024910). Control cables, actuators, pedals, transmission parts + EV traction-motor stators/ICCU; main customer Hyundai/Kia."
subaru,Ota,Japan,passenger vehicles,https://www.subaru.co.jp/en/outline/office.html,https://www.subaru.co.jp/en/outline/office.html,high,"Main plants (Subaru-cho, Yajima, Oizumi) in Ota, Gunma - reported per production-site rule; corporate HQ Ebisu, Tokyo. Impreza/Forester/Outback/WRX/BRZ."
faw volkswagen automotive,Changchun,China,passenger vehicles,https://en.wikipedia.org/wiki/FAW-Volkswagen,https://en.wikipedia.org/wiki/FAW-Volkswagen,high,"JV FAW (60%) & VW; HQ & main assembly Changchun, Jilin (also Chengdu, Foshan). Builds VW, Audi, Jetta marques for China."
saic-gm-wuling automobile,Liuzhou,China,passenger & commercial vehicles (microvans),https://en.wikipedia.org/wiki/SAIC-GM-Wuling,https://en.wikipedia.org/wiki/SAIC-GM-Wuling,high,"HQ & plants Liuzhou, Guangxi. JV SAIC (50.1%)/GM (44%)/Guangxi Auto. Wuling & Baojun brands - microvans & small EVs (Hongguang MINI EV)."
wanxiang qianchao,Hangzhou,China,universal/CV joints & driveline components,https://en.wxqc.com.cn/,https://www.marklines.com/en/top500/wanxiang-qianchao,high,"HQ & plant Xiaoshan, Hangzhou (SZSE:000559). Universal joints, CV joints, wheel bearings, drive shafts, brake discs; subsidiary of Wanxiang Group."
koito manufacturing,Tokyo,Japan,automotive lighting (LED headlamps),https://en.wikipedia.org/wiki/Koito_Manufacturing,https://www.koito.co.jp/english/technology/product/,high,"HQ Minato, Tokyo (TSE:7276). Automotive lighting ~94% of sales; ~20% world / ~60% Japan headlamp share. Also aircraft/rail parts."
vitesco technologies,Regensburg,Germany,"EV powertrain electronics (inverters, e-motors, BMS)",https://en.wikipedia.org/wiki/Vitesco_Technologies,https://en.wikipedia.org/wiki/Vitesco_Technologies,high,"HQ Regensburg, Bavaria. Tier-1 electrified-powertrain supplier (inverters, e-motors, on-board chargers, BMS, ECUs). Spun off from Continental 2021; merged into Schaeffler 2024."
china motor,Yangmei,Taiwan,passenger & commercial vehicles,https://en.wikipedia.org/wiki/China_Motor_Corporation,https://en.wikipedia.org/wiki/China_Motor_Corporation,high,"China Motor Corp / CMC (TWSE:2204), HQ & plants Yangmei, Taoyuan (also Hsinchu). Mitsubishi tech partner (Mitsubishi holds ~14%). NAME NOTE: Taiwanese automaker - not a mainland-China company."
ford otomotiv sanayi as,Golcuk,Turkey,commercial vehicles (Ford Transit vans),https://en.wikipedia.org/wiki/Ford_Otosan,https://en.wikipedia.org/wiki/Ford_Otosan,high,"Ford Otosan, main plant Golcuk, Kocaeli (also Yenikoy, Eskisehir). JV Ford (41%)/Koc Holding (41%). Builds Ford Transit/Transit Custom - 75% of Ford's European commercial vehicles."
sumitomo electric industries,Osaka,Japan,automotive wiring harnesses,https://en.wikipedia.org/wiki/Sumitomo_Electric_Industries,https://www.marklines.com/en/top500/sumitomo-electric-industries,high,"HQ Kitahama, Osaka (TSE:5802). Diversified (optical fibre, electronics, materials) but its dominant automotive product = wiring harnesses (via Sumitomo Wiring Systems), a global top-3 harness maker."
hyundai wia,Changwon,South Korea,automotive engines & CV joints,https://en.wikipedia.org/wiki/Hyundai_WIA,https://en.hyundai-wia.com/business/machining_automation.asp,high,"HQ Changwon (KRX:011210), Hyundai Motor Group. Auto engines (plants Seosan/Pyeongtaek), CV joints, 4WD systems; also machine tools & defense (artillery) - auto powertrain is the main slice."
nemak sab de cv,Monterrey,Mexico,aluminium engine heads/blocks & EV structural castings,https://en.wikipedia.org/wiki/Nemak,https://www.nemak.com/about-us,high,"HQ Monterrey, Nuevo Leon (BMV:NEMAK). Alfa group; Tier-1 aluminium high-pressure die-cast cylinder heads, engine blocks, transmission & EV structural parts."
beijing automotive,Beijing,China,passenger & commercial vehicles (state auto group),https://en.wikipedia.org/wiki/BAIC_Group,https://en.wikipedia.org/wiki/BAIC_Group,high,"BAIC Group / Beijing Automotive Group Co, HQ Shunyi, Beijing (state-owned). Parent of BAIC Motor, BAW (SUV/military), Foton (trucks); brands Arcfox/BEIJING + Beijing-Benz/Beijing-Hyundai JVs. NAME NOTE: the parent group - distinct from listed 'baic motor' & JV 'beijing hyundai motor'."
beijing hyundai motor,Beijing,China,passenger vehicles,https://en.wikipedia.org/wiki/Beijing_Hyundai,https://en.wikipedia.org/wiki/Beijing_Hyundai,high,"JV BAIC Motor (50%) & Hyundai (50%); HQ & plants Shunyi, Beijing. Builds Hyundai-brand vehicles for China."
dongfeng automobile,Wuhan,China,light commercial vehicles & trucks,https://en.wikipedia.org/wiki/Dongfeng_Automobile_Company,https://in.marketscreener.com/quote/stock/DONGFENG-AUTOMOBILE-CO-LT-6496677/company/,high,"Dongfeng Automobile Co Ltd (SSE:600006), HQ Wuhan - listed light-duty CV arm (Dolica/Captain light trucks, vans, powertrain). NAME NOTE: distinct from parent Dongfeng Motor Corp (separate row)."
aisan industry,Obu,Japan,automotive fuel-system components,https://www.aisan-ind.co.jp/en/products/,https://www.marklines.com/en/top500/aisan-industry,high,"HQ & main plant Obu, Aichi (TSE:7298), Toyota group. Fuel pumps/modules, throttle bodies, injectors, canisters - top global throttle-body share."
futaba industrial,Okazaki,Japan,automotive exhaust systems & stamped body parts,https://futabasangyo.com/en/profile/outline/,https://www.marklines.com/en/top500/futaba-industrial,high,"HQ Okazaki, Aichi (TSE:7241), Toyota group. Exhaust systems/manifolds + pressed body, suspension (sub-frames/axle beams) & fuel-system parts."
piaggio & c,Pontedera,Italy,scooters & motorcycles (Vespa),https://en.wikipedia.org/wiki/Piaggio,https://en.wikipedia.org/wiki/Piaggio,high,"HQ & historic plant Pontedera, Tuscany (BIT:PIA). Brands Piaggio, Vespa, Aprilia, Moto Guzzi + compact 3-wheel commercial vehicles."
grupo industrial saltillo sab de cv,Saltillo,Mexico,grey/ductile iron engine castings,https://www.gis.com.mx/en/,https://www.marketscreener.com/quote/stock/GRUPO-INDUSTRIAL-SALTILLO-6493800/company/,medium,"GIS (BMV:GISSA), HQ Saltillo, Coahuila. DIVERSIFIED (auto parts + housewares + construction); auto slice = Cifunsa grey/ductile iron engine blocks & heads (for GM/Toyota/Caterpillar) = reported per rule."
lordstown motors,Lordstown,United States,electric pickup trucks (Endurance),https://en.wikipedia.org/wiki/Lordstown_Motors,https://www.nbcnews.com/business/autos/lordstown-motors-files-bankruptcy-sues-foxconn-rcna91440,medium,"Plant & HQ Lordstown, Ohio (ex-GM plant). Endurance electric pickup. STATUS: filed Chapter 11 Jun-2023 (Foxconn dispute); SEC charged it with misleading investors - effectively defunct."
hota industrial manufacturing,Taichung,Taiwan,automotive gears & transmission shafts,https://www.hota.com.tw/en/introduction.html,https://finance.yahoo.com/quote/1536.TW/profile/,high,"HQ & plants Taichung (TWSE:1536). Taiwan's largest auto gear/transmission-parts maker; gears, shafts, differentials, EV reducers; supplies Tesla/Ford/GM (new US plant in Santa Teresa, NM)."
shun on electronic,Taipei,Taiwan,automotive ADAS/surround-view cameras,https://www.investing.com/equities/shun-on-company-profile,https://finance.yahoo.com/quote/6283.TW/profile/,medium,"HQ Taipei (TWSE:6283). DIVERSIFIED (automotive electronics + conductive film + special vehicles/carts + metal die-cast/forged parts); auto slice = ADAS/in-cabin cameras, 360 surround-view, ECUs = reported per rule."
ta yih industrial,Tainan,Taiwan,automotive lighting (head/rear lamps),https://www.tayih-ind.com.tw/en/,https://www.investing.com/equities/ta-yih-ind-company-profile,high,HQ & plant Tainan (TWSE:1521). ~72% Taiwan domestic OEM car-light share; head/rear/fog/DRL lamps; also aerospace/rail/marine lighting.
jardine strategic,Hong Kong,China (Hong Kong),automotive distribution & dealerships,https://en.wikipedia.org/wiki/Jardine_Strategic_Holdings,https://www.jardines.com/our-portfolio/astra,medium,"Jardine Matheson group holding company (Bermuda-incorporated; managed from Hong Kong; taken private 2021). DIVERSIFIED conglomerate (property, retail, engineering); auto slice = automotive distribution/dealerships via Astra International (Jakarta) & Jardine Cycle & Carriage (Singapore). Not a manufacturer."
dgenx,Siheung,South Korea,automotive exhaust systems,https://finance.yahoo.com/quote/113810.KQ/profile/,https://www.emis.com/php/company-profile/KR/Dgenx_CoLtd_en_3711290.html,high,"HQ & plant Siheung, Gyeonggi (KOSDAQ:113810, ex-Dongwon Tech). Exhaust systems - mufflers, manifolds, catalytic converters, bellows. (Not an EV maker despite the name.)"
cnc driveline technology,Zhuhai,China,automotive clutches & driveline dampers,https://panjiva.com/Cnc-Driveline-Technology-Co-Ltd/40014070,https://en.cncclutch.com/,high,"Sino-foreign JV, Hongwan Industrial Zone, Zhuhai, Guangdong. Dry/wet clutches, dual-mass flywheels, torque/CPA dampers, isolation pulleys (ICE + new-energy powertrain)."
eurocharm,Vinh Yen,Vietnam,precision forged/cast auto & motorcycle metal parts,https://www.eurocharm.com.tw/en/home/operation-overview/,https://www.eurocharm.com.tw/en/,high,"Eurocharm Holdings (TWSE:5288; Cayman-incorporated, HQ Taiwan). Principal production at VPIC plants in Vinh Phuc, Vietnam (Khai Quang IZ, Vinh Yen; Ba Thien 2 IZ) - reported per production-site rule. OEM metal parts for Honda/Toyota/Piaggio/Ducati/Polaris."
hanjung natural connectivity system,Yeongcheon,South Korea,automotive HVAC modules & EV/ESS battery parts,https://stockanalysis.com/quote/kosdaq/107640/company/,https://www.investing.com/equities/hanjung-natural-connectivity-system-company-profile,high,"HQ & plant Yeongcheon, N. Gyeongsang (KOSDAQ:107640). Cooling-fan modules, active air flaps (HVAC) + EV battery modules, electric vacuum pumps, ESS parts."
pusan cast iron,Busan,South Korea,iron automotive castings (knuckles/carriers/brake parts),https://www.dnb.com/business-directory/company-profiles.pusan_cast_iron_coltd.153d1ed57475eff8f5a81230af13a0a5.html,http://www.pci21c.com/e_index.php,high,"HQ & foundry Gijang-gun, Busan (KRX:005030). Cast-iron steering knuckles, differential/brake carriers, crankshafts, hubs, caliper brakes."
neooto,Yesan,South Korea,automotive transmission & EV reducer gears,http://neooto.com/plants/,https://www.investing.com/equities/neooto-co-ltd-company-profile,high,"Main plant Yesan, S. Chungcheong (reported per production-site rule); corporate HQ Seoul (KOSDAQ:212560). Transmission gears/parts + EV 2-speed reducers; overseas bases Vietnam/India/Czechia."
transaxle manufacturing of america,Rock Hill,United States,transaxles for tractors & utility vehicles,https://www.tma-us.com/,https://www.tma-us.com/,high,"HQ & plant Rock Hill, South Carolina. Transaxles (integrated transmission + rear axle) for small tractors, UTVs, riding mowers. NAME NOTE: distinct from 'TransAxle LLC' (NJ heavy-duty reman/parts distributor)."
kaison green energy technology,Kaohsiung,Taiwan,electric vehicles & buses,https://www.bloomberg.com/profile/company/2246:TT,https://www.emis.com/php/company-profile/TW/Kaison_Green_Energy_Technology_Co_Ltd__en_4355685.html,medium,"Kaison Green Energy Technology, Taiwan (est. 2012). Electric cars & buses + repair/maintenance. SOURCE CONFLICT: sources disagree on base city (Kaohsiung vs Taipei) - reported Kaohsiung, kept medium per source-conflict rule."
formosa chemicals & fibre,Taipei,Taiwan,petrochemicals (PTA/styrene) & synthetic fibers,https://www.marketscreener.com/quote/stock/FORMOSA-CHEMICALS-FIBRE-C-6495905/company/,https://www.globaldata.com/company-profile/formosa-chemicals-fibre-corp/,medium,"FCFC (TWSE:1326), Formosa Plastics Group. Diversified petrochem - aromatics (benzene/PX/styrene), PTA, PS/ABS + rayon/nylon fibers. SOURCE CONFLICT on HQ city (Taipei group HQ vs Changhua) - reported Taipei, kept medium."
tdk,Tokyo,Japan,passive electronic components (capacitors & inductors),https://en.wikipedia.org/wiki/TDK,https://en.wikipedia.org/wiki/TDK,medium,"HQ Chuo, Tokyo (TSE:6762). DIVERSIFIED - ceramic/film capacitors, inductors & sensors (reported), plus ferrite/NdFeB magnets and Li-ion batteries (ATL). Rare-earth (Xiamen Tungsten) link touches its magnet line."
yokohama rubber co ltd/the,Tokyo,Japan,automotive tires,https://en.wikipedia.org/wiki/Yokohama_Rubber_Company,https://en.wikipedia.org/wiki/Yokohama_Rubber_Company,high,"Corporate HQ Shimbashi, Minato, Tokyo (TSE:5101); main tyre plants Hiratsuka/Mishima/Onomichi. Passenger/truck/off-highway tyres; also hoses & conveyor belts."
